src,dst,w
862,2910,1.0
862,2975,1.0
863,1311,1.0
863,1376,1.0
863,1631,1.0
863,1696,1.0
863,2335,1.0
863,2400,1.0
863,2655,1.0
863,2720,1.0
864,32,1.0
864,97,1.0
864,992,1.0
864,801,1.0
864,3104,1.0
864,3169,1.0
864,4064,1.0
864,3873,1.0
865,417,1.0
865,482,1.0
865,737,1.0
865,546,1.0
865,3489,1.0
865,3554,1.0
865,3809,1.0
865,3618,1.0
866,1186,1.0
866,1251,1.0
866,1890,1.0
866,1955,1.0
866,2210,1.0
866,2275,1.0
866,2914,1.0
866,2979,1.0
867,1315,1.0
867,1380,1.0
867,1635,1.0
867,1700,1.0
867,2339,1.0
867,2404,1.0
867,2659,1.0
867,2724,1.0
868,36,1.0
868,101,1.0
868,996,1.0
868,805,1.0
868,3108,1.0
868,3173,1.0
868,4068,1.0
868,3877,1.0
869,421,1.0
869,486,1.0
869,741,1.0
869,550,1.0
869,3493,1.0
869,3558,1.0
869,3813,1.0
869,3622,1.0
870,1190,1.0
870,1255,1.0
870,1894,1.0
870,1959,1.0
870,2214,1.0
870,2279,1.0
870,2918,1.0
870,2983,1.0
871,1319,1.0
871,1384,1.0
871,1639,1.0
871,1704,1.0
871,2343,1.0
871,2408,1.0
871,2663,1.0
871,2728,1.0
872,40,1.0
872,105,1.0
872,1000,1.0
872,809,1.0
872,3112,1.0
872,3177,1.0
872,4072,1.0
872,3881,1.0
873,425,1.0
873,490,1.0
873,745,1.0
873,554,1.0
873,3497,1.0
873,3562,1.0
873,3817,1.0
873,3626,1.0
874,1194,1.0
874,1259,1.0
874,1898,1.0
874,1963,1.0
874,2218,1.0
874,2283,1.0
874,2922,1.0
874,2987,1.0
875,1323,1.0
875,1388,1.0
875,1643,1.0
875,1708,1.0
875,2347,1.0
875,2412,1.0
875,2667,1.0
875,2732,1.0
876,44,1.0
876,109,1.0
876,1004,1.0
876,813,1.0
876,3116,1.0
876,3181,1.0
876,4076,1.0
876,3885,1.0
877,429,1.0
877,494,1.0
877,749,1.0
877,558,1.0
877,3501,1.0
877,3566,1.0
877,3821,1.0
877,3630,1.0
878,1198,1.0
878,1263,1.0
878,1902,1.0
878,1967,1.0
878,2222,1.0
878,2287,1.0
878,2926,1.0
878,2991,1.0
879,1327,1.0
879,1392,1.0
879,1647,1.0
879,1712,1.0
879,2351,1.0
879,2416,1.0
879,2671,1.0
879,2736,1.0
880,48,1.0
880,113,1.0
880,1008,1.0
880,817,1.0
880,3120,1.0
880,3185,1.0
880,4080,1.0
880,3889,1.0
881,433,1.0
881,498,1.0
881,753,1.0
881,562,1.0
881,3505,1.0
881,3570,1.0
881,3825,1.0
881,3634,1.0
882,1202,1.0
882,1267,1.0
882,1906,1.0
882,1971,1.0
882,2226,1.0
882,2291,1.0
882,2930,1.0
882,2995,1.0
883,1331,1.0
883,1396,1.0
883,1651,1.0
883,1716,1.0
883,2355,1.0
883,2420,1.0
883,2675,1.0
883,2740,1.0
884,52,1.0
884,117,1.0
884,1012,1.0
884,821,1.0
884,3124,1.0
884,3189,1.0
884,4084,1.0
884,3893,1.0
885,437,1.0
885,502,1.0
885,757,1.0
885,566,1.0
885,3509,1.0
885,3574,1.0
885,3829,1.0
885,3638,1.0
886,1206,1.0
886,1271,1.0
886,1910,1.0
886,1975,1.0
886,2230,1.0
886,2295,1.0
886,2934,1.0
886,2999,1.0
887,1335,1.0
887,1400,1.0
887,1655,1.0
887,1720,1.0
887,2359,1.0
887,2424,1.0
887,2679,1.0
887,2744,1.0
888,56,1.0
888,121,1.0
888,1016,1.0
888,825,1.0
888,3128,1.0
888,3193,1.0
888,4088,1.0
888,3897,1.0
889,441,1.0
889,506,1.0
889,761,1.0
889,570,1.0
889,3513,1.0
889,3578,1.0
889,3833,1.0
889,3642,1.0
890,1210,1.0
890,1275,1.0
890,1914,1.0
890,1979,1.0
890,2234,1.0
890,2299,1.0
890,2938,1.0
890,3003,1.0
891,1339,1.0
891,1404,1.0
891,1659,1.0
891,1724,1.0
891,2363,1.0
891,2428,1.0
891,2683,1.0
891,2748,1.0
892,60,1.0
892,125,1.0
892,1020,1.0
892,829,1.0
892,3132,1.0
892,3197,1.0
892,4092,1.0
892,3901,1.0
893,445,1.0
893,510,1.0
893,765,1.0
893,574,1.0
893,3517,1.0
893,3582,1.0
893,3837,1.0
893,3646,1.0
894,1214,1.0
894,1279,1.0
894,1918,1.0
894,1983,1.0
894,2238,1.0
894,2303,1.0
894,2942,1.0
894,3007,1.0
895,1343,1.0
895,1344,1.0
895,1663,1.0
895,1664,1.0
895,2367,1.0
895,2368,1.0
895,2687,1.0
895,2688,1.0
896,0,1.0
896,65,1.0
896,960,1.0
896,769,1.0
896,3072,1.0
896,3137,1.0
896,4032,1.0
896,3841,1.0
897,385,1.0
897,450,1.0
897,705,1.0
897,514,1.0
897,3457,1.0
897,3522,1.0
897,3777,1.0
897,3586,1.0
898,1154,1.0
898,1219,1.0
898,1858,1.0
898,1923,1.0
898,2178,1.0
898,2243,1.0
898,2882,1.0
898,2947,1.0
899,1283,1.0
899,1348,1.0
899,1603,1.0
899,1668,1.0
899,2307,1.0
899,2372,1.0
899,2627,1.0
899,2692,1.0
900,4,1.0
900,69,1.0
900,964,1.0
900,773,1.0
900,3076,1.0
900,3141,1.0
900,4036,1.0
900,3845,1.0
901,389,1.0
901,454,1.0
901,709,1.0
901,518,1.0
901,3461,1.0
901,3526,1.0
901,3781,1.0
901,3590,1.0
902,1158,1.0
902,1223,1.0
902,1862,1.0
902,1927,1.0
902,2182,1.0
902,2247,1.0
902,2886,1.0
902,2951,1.0
903,1287,1.0
903,1352,1.0
903,1607,1.0
903,1672,1.0
903,2311,1.0
903,2376,1.0
903,2631,1.0
903,2696,1.0
904,8,1.0
904,73,1.0
904,968,1.0
904,777,1.0
904,3080,1.0
904,3145,1.0
904,4040,1.0
904,3849,1.0
905,393,1.0
905,458,1.0
905,713,1.0
905,522,1.0
905,3465,1.0
905,3530,1.0
905,3785,1.0
905,3594,1.0
906,1162,1.0
906,1227,1.0
906,1866,1.0
906,1931,1.0
906,2186,1.0
906,2251,1.0
906,2890,1.0
906,2955,1.0
907,1291,1.0
907,1356,1.0
907,1611,1.0
907,1676,1.0
907,2315,1.0
907,2380,1.0
907,2635,1.0
907,2700,1.0
908,12,1.0
908,77,1.0
908,972,1.0
908,781,1.0
908,3084,1.0
908,3149,1.0
908,4044,1.0
908,3853,1.0
909,397,1.0
909,462,1.0
909,717,1.0
909,526,1.0
909,3469,1.0
909,3534,1.0
909,3789,1.0
909,3598,1.0
910,1166,1.0
910,1231,1.0
910,1870,1.0
910,1935,1.0
910,2190,1.0
910,2255,1.0
910,2894,1.0
910,2959,1.0
911,1295,1.0
911,1360,1.0
911,1615,1.0
911,1680,1.0
911,2319,1.0
911,2384,1.0
911,2639,1.0
911,2704,1.0
912,16,1.0
912,81,1.0
912,976,1.0
912,785,1.0
912,3088,1.0
912,3153,1.0
912,4048,1.0
912,3857,1.0
913,401,1.0
913,466,1.0
913,721,1.0
913,530,1.0
913,3473,1.0
913,3538,1.0
913,3793,1.0
913,3602,1.0
914,1170,1.0
914,1235,1.0
914,1874,1.0
914,1939,1.0
914,2194,1.0
914,2259,1.0
914,2898,1.0
914,2963,1.0
915,1299,1.0
915,1364,1.0
915,1619,1.0
915,1684,1.0
915,2323,1.0
915,2388,1.0
915,2643,1.0
915,2708,1.0
916,20,1.0
916,85,1.0
916,980,1.0
916,789,1.0
916,3092,1.0
916,3157,1.0
916,4052,1.0
916,3861,1.0
917,405,1.0
917,470,1.0
917,725,1.0
917,534,1.0
917,3477,1.0
917,3542,1.0
917,3797,1.0
917,3606,1.0
918,1174,1.0
918,1239,1.0
918,1878,1.0
918,1943,1.0
918,2198,1.0
918,2263,1.0
918,2902,1.0
918,2967,1.0
919,1303,1.0
919,1368,1.0
919,1623,1.0
919,1688,1.0
919,2327,1.0
919,2392,1.0
919,2647,1.0
919,2712,1.0
920,24,1.0
920,89,1.0
920,984,1.0
920,793,1.0
920,3096,1.0
920,3161,1.0
920,4056,1.0
920,3865,1.0
921,409,1.0
921,474,1.0
921,729,1.0
921,538,1.0
921,3481,1.0
921,3546,1.0
921,3801,1.0
921,3610,1.0
922,1178,1.0
922,1243,1.0
922,1882,1.0
922,1947,1.0
922,2202,1.0
922,2267,1.0
922,2906,1.0
922,2971,1.0
923,1307,1.0
923,1372,1.0
923,1627,1.0
923,1692,1.0
923,2331,1.0
923,2396,1.0
923,2651,1.0
923,2716,1.0
924,28,1.0
924,93,1.0
924,988,1.0
924,797,1.0
924,3100,1.0
924,3165,1.0
924,4060,1.0
924,3869,1.0
925,413,1.0
925,478,1.0
925,733,1.0
925,542,1.0
925,3485,1.0
925,3550,1.0
925,3805,1.0
925,3614,1.0
926,1182,1.0
926,1247,1.0
926,1886,1.0
926,1951,1.0
926,2206,1.0
926,2271,1.0
926,2910,1.0
926,2975,1.0
927,1311,1.0
927,1376,1.0
927,1631,1.0
927,1696,1.0
927,2335,1.0
927,2400,1.0
927,2655,1.0
927,2720,1.0
928,32,1.0
928,97,1.0
928,992,1.0
928,801,1.0
928,3104,1.0
928,3169,1.0
928,4064,1.0
928,3873,1.0
929,417,1.0
929,482,1.0
929,737,1.0
929,546,1.0
929,3489,1.0
929,3554,1.0
929,3809,1.0
929,3618,1.0
930,1186,1.0
930,1251,1.0
930,1890,1.0
930,1955,1.0
930,2210,1.0
930,2275,1.0
930,2914,1.0
930,2979,1.0
931,1315,1.0
931,1380,1.0
931,1635,1.0
931,1700,1.0
931,2339,1.0
931,2404,1.0
931,2659,1.0
931,2724,1.0
932,36,1.0
932,101,1.0
932,996,1.0
932,805,1.0
932,3108,1.0
932,3173,1.0
932,4068,1.0
932,3877,1.0
933,421,1.0
933,486,1.0
933,741,1.0
933,550,1.0
933,3493,1.0
933,3558,1.0
933,3813,1.0
933,3622,1.0
934,1190,1.0
934,1255,1.0
934,1894,1.0
934,1959,1.0
934,2214,1.0
934,2279,1.0
934,2918,1.0
934,2983,1.0
935,1319,1.0
935,1384,1.0
935,1639,1.0
935,1704,1.0
935,2343,1.0
935,2408,1.0
935,2663,1.0
935,2728,1.0
936,40,1.0
936,105,1.0
936,1000,1.0
936,809,1.0
936,3112,1.0
936,3177,1.0
936,4072,1.0
936,3881,1.0
937,425,1.0
937,490,1.0
937,745,1.0
937,554,1.0
937,3497,1.0
937,3562,1.0
937,3817,1.0
937,3626,1.0
938,1194,1.0
938,1259,1.0
938,1898,1.0
938,1963,1.0
938,2218,1.0
938,2283,1.0
938,2922,1.0
938,2987,1.0
939,1323,1.0
939,1388,1.0
939,1643,1.0
939,1708,1.0
939,2347,1.0
939,2412,1.0
939,2667,1.0
939,2732,1.0
940,44,1.0
940,109,1.0
940,1004,1.0
940,813,1.0
940,3116,1.0
940,3181,1.0
940,4076,1.0
940,3885,1.0
941,429,1.0
941,494,1.0
941,749,1.0
941,558,1.0
941,3501,1.0
941,3566,1.0
941,3821,1.0
941,3630,1.0
942,1198,1.0
942,1263,1.0
942,1902,1.0
942,1967,1.0
942,2222,1.0
942,2287,1.0
942,2926,1.0
942,2991,1.0
943,1327,1.0
943,1392,1.0
943,1647,1.0
943,1712,1.0
943,2351,1.0
943,2416,1.0
943,2671,1.0
943,2736,1.0
944,48,1.0
944,113,1.0
944,1008,1.0
944,817,1.0
944,3120,1.0
944,3185,1.0
944,4080,1.0
944,3889,1.0
945,433,1.0
945,498,1.0
945,753,1.0
945,562,1.0
945,3505,1.0
945,3570,1.0
945,3825,1.0
945,3634,1.0
946,1202,1.0
946,1267,1.0
946,1906,1.0
946,1971,1.0
946,2226,1.0
946,2291,1.0
946,2930,1.0
946,2995,1.0
947,1331,1.0
947,1396,1.0
947,1651,1.0
947,1716,1.0
947,2355,1.0
947,2420,1.0
947,2675,1.0
947,2740,1.0
948,52,1.0
948,117,1.0
948,1012,1.0
948,821,1.0
948,3124,1.0
948,3189,1.0
948,4084,1.0
948,3893,1.0
949,437,1.0
949,502,1.0
949,757,1.0
949,566,1.0
949,3509,1.0
949,3574,1.0
949,3829,1.0
949,3638,1.0
950,1206,1.0
950,1271,1.0
950,1910,1.0
950,1975,1.0
950,2230,1.0
950,2295,1.0
950,2934,1.0
950,2999,1.0
951,1335,1.0
951,1400,1.0
951,1655,1.0
951,1720,1.0
951,2359,1.0
951,2424,1.0
951,2679,1.0
951,2744,1.0
952,56,1.0
952,121,1.0
952,1016,1.0
952,825,1.0
952,3128,1.0
952,3193,1.0
952,4088,1.0
952,3897,1.0
953,441,1.0
953,506,1.0
953,761,1.0
953,570,1.0
953,3513,1.0
953,3578,1.0
953,3833,1.0
953,3642,1.0
954,1210,1.0
954,1275,1.0
954,1914,1.0
954,1979,1.0
954,2234,1.0
954,2299,1.0
954,2938,1.0
954,3003,1.0
955,1339,1.0
955,1404,1.0
955,1659,1.0
955,1724,1.0
955,2363,1.0
955,2428,1.0
955,2683,1.0
955,2748,1.0
956,60,1.0
956,125,1.0
956,1020,1.0
956,829,1.0
956,3132,1.0
956,3197,1.0
956,4092,1.0
956,3901,1.0
957,445,1.0
957,510,1.0
957,765,1.0
957,574,1.0
957,3517,1.0
957,3582,1.0
957,3837,1.0
957,3646,1.0
958,1214,1.0
958,1279,1.0
958,1918,1.0
958,1983,1.0
958,2238,1.0
958,2303,1.0
958,2942,1.0
958,3007,1.0
959,1343,1.0
959,1344,1.0
959,1663,1.0
959,1664,1.0
959,2367,1.0
959,2368,1.0
959,2687,1.0
959,2688,1.0
960,0,1.0
960,65,1.0
960,960,1.0
960,769,1.0
960,3072,1.0
960,3137,1.0
960,4032,1.0
960,3841,1.0
961,385,1.0
961,450,1.0
961,705,1.0
961,514,1.0
961,3457,1.0
961,3522,1.0
961,3777,1.0
961,3586,1.0
962,1154,1.0
962,1219,1.0
962,1858,1.0
962,1923,1.0
962,2178,1.0
962,2243,1.0
962,2882,1.0
962,2947,1.0
963,1283,1.0
963,1348,1.0
963,1603,1.0
963,1668,1.0
963,2307,1.0
963,2372,1.0
963,2627,1.0
963,2692,1.0
964,4,1.0
964,69,1.0
964,964,1.0
964,773,1.0
964,3076,1.0
964,3141,1.0
964,4036,1.0
964,3845,1.0
965,389,1.0
965,454,1.0
965,709,1.0
965,518,1.0
965,3461,1.0
965,3526,1.0
965,3781,1.0
965,3590,1.0
966,1158,1.0
966,1223,1.0
966,1862,1.0
966,1927,1.0
966,2182,1.0
966,2247,1.0
966,2886,1.0
966,2951,1.0
967,1287,1.0
967,1352,1.0
967,1607,1.0
967,1672,1.0
967,2311,1.0
967,2376,1.0
967,2631,1.0
967,2696,1.0
968,8,1.0
968,73,1.0
968,968,1.0
968,777,1.0
968,3080,1.0
968,3145,1.0
968,4040,1.0
968,3849,1.0
969,393,1.0
969,458,1.0
969,713,1.0
969,522,1.0
969,3465,1.0
969,3530,1.0
969,3785,1.0
969,3594,1.0
970,1162,1.0
970,1227,1.0
970,1866,1.0
970,1931,1.0
970,2186,1.0
970,2251,1.0
970,2890,1.0
970,2955,1.0
971,1291,1.0
971,1356,1.0
971,1611,1.0
971,1676,1.0
971,2315,1.0
971,2380,1.0
971,2635,1.0
971,2700,1.0
972,12,1.0
972,77,1.0
972,972,1.0
972,781,1.0
972,3084,1.0
972,3149,1.0
972,4044,1.0
972,3853,1.0
973,397,1.0
973,462,1.0
973,717,1.0
973,526,1.0
973,3469,1.0
973,3534,1.0
973,3789,1.0
973,3598,1.0
974,1166,1.0
974,1231,1.0
974,1870,1.0
974,1935,1.0
974,2190,1.0
974,2255,1.0
974,2894,1.0
974,2959,1.0
975,1295,1.0
975,1360,1.0
975,1615,1.0
975,1680,1.0
975,2319,1.0
975,2384,1.0
975,2639,1.0
975,2704,1.0
976,16,1.0
976,81,1.0
976,976,1.0
976,785,1.0
976,3088,1.0
976,3153,1.0
976,4048,1.0
976,3857,1.0
977,401,1.0
977,466,1.0
977,721,1.0
977,530,1.0
977,3473,1.0
977,3538,1.0
977,3793,1.0
977,3602,1.0
978,1170,1.0
978,1235,1.0
978,1874,1.0
978,1939,1.0
978,2194,1.0
978,2259,1.0
978,2898,1.0
978,2963,1.0
979,1299,1.0
979,1364,1.0
979,1619,1.0
979,1684,1.0
979,2323,1.0
979,2388,1.0
979,2643,1.0
979,2708,1.0
980,20,1.0
980,85,1.0
980,980,1.0
980,789,1.0
980,3092,1.0
980,3157,1.0
980,4052,1.0
980,3861,1.0
981,405,1.0
981,470,1.0
981,725,1.0
981,534,1.0
981,3477,1.0
981,3542,1.0
981,3797,1.0
981,3606,1.0
982,1174,1.0
982,1239,1.0
982,1878,1.0
982,1943,1.0
982,2198,1.0
982,2263,1.0
982,2902,1.0
982,2967,1.0
983,1303,1.0
983,1368,1.0
983,1623,1.0
983,1688,1.0
983,2327,1.0
983,2392,1.0
983,2647,1.0
983,2712,1.0
984,24,1.0
984,89,1.0
984,984,1.0
984,793,1.0
984,3096,1.0
984,3161,1.0
984,4056,1.0
984,3865,1.0
985,409,1.0
985,474,1.0
985,729,1.0
985,538,1.0
985,3481,1.0
985,3546,1.0
985,3801,1.0
985,3610,1.0
986,1178,1.0
986,1243,1.0
986,1882,1.0
986,1947,1.0
986,2202,1.0
986,2267,1.0
986,2906,1.0
986,2971,1.0
987,1307,1.0
987,1372,1.0
987,1627,1.0
987,1692,1.0
987,2331,1.0
987,2396,1.0
987,2651,1.0
987,2716,1.0
988,28,1.0
988,93,1.0
988,988,1.0
988,797,1.0
988,3100,1.0
988,3165,1.0
988,4060,1.0
988,3869,1.0
989,413,1.0
989,478,1.0
989,733,1.0
989,542,1.0
989,3485,1.0
989,3550,1.0
989,3805,1.0
989,3614,1.0
990,1182,1.0
990,1247,1.0
990,1886,1.0
990,1951,1.0
990,2206,1.0
990,2271,1.0
990,2910,1.0
990,2975,1.0
991,1311,1.0
991,1376,1.0
991,1631,1.0
991,1696,1.0
991,2335,1.0
991,2400,1.0
991,2655,1.0
991,2720,1.0
992,32,1.0
992,97,1.0
992,992,1.0
992,801,1.0
992,3104,1.0
992,3169,1.0
992,4064,1.0
992,3873,1.0
993,417,1.0
993,482,1.0
993,737,1.0
993,546,1.0
993,3489,1.0
993,3554,1.0
993,3809,1.0
993,3618,1.0
994,1186,1.0
994,1251,1.0
994,1890,1.0
994,1955,1.0
994,2210,1.0
994,2275,1.0
994,2914,1.0
994,2979,1.0
995,1315,1.0
995,1380,1.0
995,1635,1.0
995,1700,1.0
995,2339,1.0
995,2404,1.0
995,2659,1.0
995,2724,1.0
996,36,1.0
996,101,1.0
996,996,1.0
996,805,1.0
996,3108,1.0
996,3173,1.0
996,4068,1.0
996,3877,1.0
997,421,1.0
997,486,1.0
997,741,1.0
997,550,1.0
997,3493,1.0
997,3558,1.0
997,3813,1.0
997,3622,1.0
998,1190,1.0
998,1255,1.0
998,1894,1.0
998,1959,1.0
998,2214,1.0
998,2279,1.0
998,2918,1.0
998,2983,1.0
999,1319,1.0
999,1384,1.0
999,1639,1.0
999,1704,1.0
999,2343,1.0
999,2408,1.0
999,2663,1.0
999,2728,1.0
1000,40,1.0
1000,105,1.0
1000,1000,1.0
1000,809,1.0
1000,3112,1.0
1000,3177,1.0
1000,4072,1.0
1000,3881,1.0
1001,425,1.0
1001,490,1.0
1001,745,1.0
1001,554,1.0
1001,3497,1.0
1001,3562,1.0
1001,3817,1.0
1001,3626,1.0
1002,1194,1.0
1002,1259,1.0
1002,1898,1.0
1002,1963,1.0
1002,2218,1.0
1002,2283,1.0
1002,2922,1.0
1002,2987,1.0
1003,1323,1.0
1003,1388,1.0
1003,1643,1.0
1003,1708,1.0
1003,2347,1.0
1003,2412,1.0
1003,2667,1.0
1003,2732,1.0
1004,44,1.0
1004,109,1.0
1004,1004,1.0
1004,813,1.0
1004,3116,1.0
1004,3181,1.0
1004,4076,1.0
1004,3885,1.0
1005,429,1.0
1005,494,1.0
1005,749,1.0
1005,558,1.0
1005,3501,1.0
1005,3566,1.0
1005,3821,1.0
1005,3630,1.0
1006,1198,1.0
1006,1263,1.0
1006,1902,1.0
1006,1967,1.0
1006,2222,1.0
1006,2287,1.0
1006,2926,1.0
1006,2991,1.0
1007,1327,1.0
1007,1392,1.0
1007,1647,1.0
1007,1712,1.0
1007,2351,1.0
1007,2416,1.0
1007,2671,1.0
1007,2736,1.0
1008,48,1.0
1008,113,1.0
1008,1008,1.0
1008,817,1.0
1008,3120,1.0
1008,3185,1.0
1008,4080,1.0
1008,3889,1.0
1009,433,1.0
1009,498,1.0
1009,753,1.0
1009,562,1.0
1009,3505,1.0
1009,3570,1.0
1009,3825,1.0
1009,3634,1.0
1010,1202,1.0
1010,1267,1.0
1010,1906,1.0
1010,1971,1.0
1010,2226,1.0
1010,2291,1.0
1010,2930,1.0
1010,2995,1.0
1011,1331,1.0
1011,1396,1.0
1011,1651,1.0
1011,1716,1.0
1011,2355,1.0
1011,2420,1.0
1011,2675,1.0
1011,2740,1.0
1012,52,1.0
1012,117,1.0
1012,1012,1.0
1012,821,1.0
1012,3124,1.0
1012,3189,1.0
1012,4084,1.0
1012,3893,1.0
1013,437,1.0
1013,502,1.0
1013,757,1.0
1013,566,1.0
1013,3509,1.0
1013,3574,1.0
1013,3829,1.0
1013,3638,1.0
1014,1206,1.0
1014,1271,1.0
1014,1910,1.0
1014,1975,1.0
1014,2230,1.0
1014,2295,1.0
1014,2934,1.0
1014,2999,1.0
1015,1335,1.0
1015,1400,1.0
1015,1655,1.0
1015,1720,1.0
1015,2359,1.0
1015,2424,1.0
1015,2679,1.0
1015,2744,1.0
1016,56,1.0
1016,121,1.0
1016,1016,1.0
1016,825,1.0
1016,3128,1.0
1016,3193,1.0
1016,4088,1.0
1016,3897,1.0
1017,441,1.0
1017,506,1.0
1017,761,1.0
1017,570,1.0
1017,3513,1.0
1017,3578,1.0
1017,3833,1.0
1017,3642,1.0
1018,1210,1.0
1018,1275,1.0
1018,1914,1.0
1018,1979,1.0
1018,2234,1.0
1018,2299,1.0
1018,2938,1.0
1018,3003,1.0
1019,1339,1.0
1019,1404,1.0
1019,1659,1.0
1019,1724,1.0
1019,2363,1.0
1019,2428,1.0
1019,2683,1.0
1019,2748,1.0
1020,60,1.0
1020,125,1.0
1020,1020,1.0
1020,829,1.0
1020,3132,1.0
1020,3197,1.0
1020,4092,1.0
1020,3901,1.0
1021,445,1.0
1021,510,1.0
1021,765,1.0
1021,574,1.0
1021,3517,1.0
1021,3582,1.0
1021,3837,1.0
1021,3646,1.0
1022,1214,1.0
1022,1279,1.0
1022,1918,1.0
1022,1983,1.0
1022,2238,1.0
1022,2303,1.0
1022,2942,1.0
1022,3007,1.0
1023,1343,1.0
1023,1344,1.0
1023,1663,1.0
1023,1664,1.0
1023,2367,1.0
1023,2368,1.0
1023,2687,1.0
1023,2688,1.0
1024,0,1.0
1024,65,1.0
1024,960,1.0
1024,769,1.0
1024,3072,1.0
1024,3137,1.0
1024,4032,1.0
1024,3841,1.0
1025,385,1.0
1025,450,1.0
1025,705,1.0
1025,514,1.0
1025,3457,1.0
1025,3522,1.0
1025,3777,1.0
1025,3586,1.0
1026,1154,1.0
1026,1219,1.0
1026,1858,1.0
1026,1923,1.0
1026,2178,1.0
1026,2243,1.0
1026,2882,1.0
1026,2947,1.0
1027,1283,1.0
1027,1348,1.0
1027,1603,1.0
1027,1668,1.0
1027,2307,1.0
1027,2372,1.0
1027,2627,1.0
1027,2692,1.0
1028,4,1.0
1028,69,1.0
1028,964,1.0
1028,773,1.0
1028,3076,1.0
1028,3141,1.0
1028,4036,1.0
1028,3845,1.0
1029,389,1.0
1029,454,1.0
1029,709,1.0
1029,518,1.0
1029,3461,1.0
1029,3526,1.0
1029,3781,1.0
1029,3590,1.0
1030,1158,1.0
1030,1223,1.0
1030,1862,1.0
1030,1927,1.0
1030,2182,1.0
1030,2247,1.0
1030,2886,1.0
1030,2951,1.0
1031,1287,1.0
1031,1352,1.0
1031,1607,1.0
1031,1672,1.0
1031,2311,1.0
1031,2376,1.0
1031,2631,1.0
1031,2696,1.0
1032,8,1.0
1032,73,1.0
1032,968,1.0
1032,777,1.0
1032,3080,1.0
1032,3145,1.0
1032,4040,1.0
1032,3849,1.0
1033,393,1.0
1033,458,1.0
1033,713,1.0
1033,522,1.0
1033,3465,1.0
1033,3530,1.0
1033,3785,1.0
1033,3594,1.0
1034,1162,1.0
1034,1227,1.0
1034,1866,1.0
1034,1931,1.0
1034,2186,1.0
1034,2251,1.0
1034,2890,1.0
1034,2955,1.0
1035,1291,1.0
1035,1356,1.0
1035,1611,1.0
1035,1676,1.0
1035,2315,1.0
1035,2380,1.0
1035,2635,1.0
1035,2700,1.0
1036,12,1.0
1036,77,1.0
1036,972,1.0
1036,781,1.0
1036,3084,1.0
1036,3149,1.0
1036,4044,1.0
1036,3853,1.0
1037,397,1.0
1037,462,1.0
1037,717,1.0
1037,526,1.0
1037,3469,1.0
1037,3534,1.0
1037,3789,1.0
1037,3598,1.0
1038,1166,1.0
1038,1231,1.0
1038,1870,1.0
1038,1935,1.0
1038,2190,1.0
1038,2255,1.0
1038,2894,1.0
1038,2959,1.0
1039,1295,1.0
1039,1360,1.0
1039,1615,1.0
1039,1680,1.0
1039,2319,1.0
1039,2384,1.0
1039,2639,1.0
1039,2704,1.0
1040,16,1.0
1040,81,1.0
1040,976,1.0
1040,785,1.0
1040,3088,1.0
1040,3153,1.0
1040,4048,1.0
1040,3857,1.0
1041,401,1.0
1041,466,1.0
1041,721,1.0
1041,530,1.0
1041,3473,1.0
1041,3538,1.0
1041,3793,1.0
1041,3602,1.0
1042,1170,1.0
1042,1235,1.0
1042,1874,1.0
1042,1939,1.0
1042,2194,1.0
1042,2259,1.0
1042,2898,1.0
1042,2963,1.0
1043,1299,1.0
1043,1364,1.0
1043,1619,1.0
1043,1684,1.0
1043,2323,1.0
1043,2388,1.0
1043,2643,1.0
1043,2708,1.0
1044,20,1.0
1044,85,1.0
1044,980,1.0
1044,789,1.0
1044,3092,1.0
1044,3157,1.0
1044,4052,1.0
1044,3861,1.0
1045,405,1.0
1045,470,1.0
1045,725,1.0
1045,534,1.0
1045,3477,1.0
1045,3542,1.0
1045,3797,1.0
1045,3606,1.0
1046,1174,1.0
1046,1239,1.0
1046,1878,1.0
1046,1943,1.0
1046,2198,1.0
1046,2263,1.0
1046,2902,1.0
1046,2967,1.0
1047,1303,1.0
1047,1368,1.0
1047,1623,1.0
1047,1688,1.0
1047,2327,1.0
1047,2392,1.0
1047,2647,1.0
1047,2712,1.0
1048,24,1.0
1048,89,1.0
1048,984,1.0
1048,793,1.0
1048,3096,1.0
1048,3161,1.0
1048,4056,1.0
1048,3865,1.0
1049,409,1.0
1049,474,1.0
1049,729,1.0
1049,538,1.0
1049,3481,1.0
1049,3546,1.0
1049,3801,1.0
1049,3610,1.0
1050,1178,1.0
1050,1243,1.0
1050,1882,1.0
1050,1947,1.0
1050,2202,1.0
1050,2267,1.0
1050,2906,1.0
1050,2971,1.0
1051,1307,1.0
1051,1372,1.0
1051,1627,1.0
1051,1692,1.0
1051,2331,1.0
1051,2396,1.0
1051,2651,1.0
1051,2716,1.0
1052,28,1.0
1052,93,1.0
1052,988,1.0
1052,797,1.0
1052,3100,1.0
1052,3165,1.0
1052,4060,1.0
1052,3869,1.0
1053,413,1.0
1053,478,1.0
1053,733,1.0
1053,542,1.0
1053,3485,1.0
1053,3550,1.0
1053,3805,1.0
1053,3614,1.0
1054,1182,1.0
1054,1247,1.0
1054,1886,1.0
1054,1951,1.0
1054,2206,1.0
1054,2271,1.0
1054,2910,1.0
1054,2975,1.0
1055,1311,1.0
1055,1376,1.0
1055,1631,1.0
1055,1696,1.0
1055,2335,1.0
1055,2400,1.0
1055,2655,1.0
