src,dst,w
630,1789,1.0
630,1918,1.0
630,639,1.0
630,960,1.0
630,1729,1.0
630,1858,1.0
630,579,1.0
630,964,1.0
630,1733,1.0
630,2230,1.0
630,2359,1.0
630,3128,1.0
630,3513,1.0
630,2234,1.0
630,2363,1.0
630,3132,1.0
630,3517,1.0
630,2238,1.0
630,2367,1.0
630,3072,1.0
630,3457,1.0
630,2178,1.0
630,2307,1.0
630,3076,1.0
630,3461,1.0
630,2934,1.0
630,3703,1.0
630,4088,1.0
630,2809,1.0
630,2938,1.0
630,3707,1.0
630,4092,1.0
630,2813,1.0
630,2942,1.0
630,3711,1.0
630,4032,1.0
630,2753,1.0
630,2882,1.0
630,3651,1.0
630,4036,1.0
630,2757,1.0
631,1335,1.0
631,56,1.0
631,441,1.0
631,1210,1.0
631,1339,1.0
631,60,1.0
631,445,1.0
631,1214,1.0
631,1343,1.0
631,0,1.0
631,385,1.0
631,1154,1.0
631,1283,1.0
631,4,1.0
631,389,1.0
631,1158,1.0
631,1655,1.0
631,2040,1.0
631,761,1.0
631,890,1.0
631,1659,1.0
631,2044,1.0
631,765,1.0
631,894,1.0
631,1663,1.0
631,1984,1.0
631,705,1.0
631,834,1.0
631,1603,1.0
631,1988,1.0
631,709,1.0
631,838,1.0
631,2359,1.0
631,3128,1.0
631,3513,1.0
631,2234,1.0
631,2363,1.0
631,3132,1.0
631,3517,1.0
631,2238,1.0
631,2367,1.0
631,3072,1.0
631,3457,1.0
631,2178,1.0
631,2307,1.0
631,3076,1.0
631,3461,1.0
631,2182,1.0
631,2679,1.0
631,3064,1.0
631,3833,1.0
631,3962,1.0
631,2683,1.0
631,3068,1.0
631,3837,1.0
631,3966,1.0
631,2687,1.0
631,3008,1.0
631,3777,1.0
631,3906,1.0
631,2627,1.0
631,3012,1.0
631,3781,1.0
631,3910,1.0
632,56,1.0
632,441,1.0
632,1210,1.0
632,1339,1.0
632,60,1.0
632,445,1.0
632,1214,1.0
632,1343,1.0
632,0,1.0
632,385,1.0
632,1154,1.0
632,1283,1.0
632,4,1.0
632,389,1.0
632,1158,1.0
632,1287,1.0
632,1016,1.0
632,1785,1.0
632,1914,1.0
632,635,1.0
632,1020,1.0
632,1789,1.0
632,1918,1.0
632,639,1.0
632,960,1.0
632,1729,1.0
632,1858,1.0
632,579,1.0
632,964,1.0
632,1733,1.0
632,1862,1.0
632,583,1.0
632,3128,1.0
632,3513,1.0
632,2234,1.0
632,2363,1.0
632,3132,1.0
632,3517,1.0
632,2238,1.0
632,2367,1.0
632,3072,1.0
632,3457,1.0
632,2178,1.0
632,2307,1.0
632,3076,1.0
632,3461,1.0
632,2182,1.0
632,2311,1.0
632,4088,1.0
632,2809,1.0
632,2938,1.0
632,3707,1.0
632,4092,1.0
632,2813,1.0
632,2942,1.0
632,3711,1.0
632,4032,1.0
632,2753,1.0
632,2882,1.0
632,3651,1.0
632,4036,1.0
632,2757,1.0
632,2886,1.0
632,3655,1.0
633,441,1.0
633,1210,1.0
633,1339,1.0
633,60,1.0
633,445,1.0
633,1214,1.0
633,1343,1.0
633,0,1.0
633,385,1.0
633,1154,1.0
633,1283,1.0
633,4,1.0
633,389,1.0
633,1158,1.0
633,1287,1.0
633,8,1.0
633,761,1.0
633,890,1.0
633,1659,1.0
633,2044,1.0
633,765,1.0
633,894,1.0
633,1663,1.0
633,1984,1.0
633,705,1.0
633,834,1.0
633,1603,1.0
633,1988,1.0
633,709,1.0
633,838,1.0
633,1607,1.0
633,1992,1.0
633,3513,1.0
633,2234,1.0
633,2363,1.0
633,3132,1.0
633,3517,1.0
633,2238,1.0
633,2367,1.0
633,3072,1.0
633,3457,1.0
633,2178,1.0
633,2307,1.0
633,3076,1.0
633,3461,1.0
633,2182,1.0
633,2311,1.0
633,3080,1.0
633,3833,1.0
633,3962,1.0
633,2683,1.0
633,3068,1.0
633,3837,1.0
633,3966,1.0
633,2687,1.0
633,3008,1.0
633,3777,1.0
633,3906,1.0
633,2627,1.0
633,3012,1.0
633,3781,1.0
633,3910,1.0
633,2631,1.0
633,3016,1.0
634,1210,1.0
634,1339,1.0
634,60,1.0
634,445,1.0
634,1214,1.0
634,1343,1.0
634,0,1.0
634,385,1.0
634,1154,1.0
634,1283,1.0
634,4,1.0
634,389,1.0
634,1158,1.0
634,1287,1.0
634,8,1.0
634,393,1.0
634,1914,1.0
634,635,1.0
634,1020,1.0
634,1789,1.0
634,1918,1.0
634,639,1.0
634,960,1.0
634,1729,1.0
634,1858,1.0
634,579,1.0
634,964,1.0
634,1733,1.0
634,1862,1.0
634,583,1.0
634,968,1.0
634,1737,1.0
634,2234,1.0
634,2363,1.0
634,3132,1.0
634,3517,1.0
634,2238,1.0
634,2367,1.0
634,3072,1.0
634,3457,1.0
634,2178,1.0
634,2307,1.0
634,3076,1.0
634,3461,1.0
634,2182,1.0
634,2311,1.0
634,3080,1.0
634,3465,1.0
634,2938,1.0
634,3707,1.0
634,4092,1.0
634,2813,1.0
634,2942,1.0
634,3711,1.0
634,4032,1.0
634,2753,1.0
634,2882,1.0
634,3651,1.0
634,4036,1.0
634,2757,1.0
634,2886,1.0
634,3655,1.0
634,4040,1.0
634,2761,1.0
635,1339,1.0
635,60,1.0
635,445,1.0
635,1214,1.0
635,1343,1.0
635,0,1.0
635,385,1.0
635,1154,1.0
635,1283,1.0
635,4,1.0
635,389,1.0
635,1158,1.0
635,1287,1.0
635,8,1.0
635,393,1.0
635,1162,1.0
635,1659,1.0
635,2044,1.0
635,765,1.0
635,894,1.0
635,1663,1.0
635,1984,1.0
635,705,1.0
635,834,1.0
635,1603,1.0
635,1988,1.0
635,709,1.0
635,838,1.0
635,1607,1.0
635,1992,1.0
635,713,1.0
635,842,1.0
635,2363,1.0
635,3132,1.0
635,3517,1.0
635,2238,1.0
635,2367,1.0
635,3072,1.0
635,3457,1.0
635,2178,1.0
635,2307,1.0
635,3076,1.0
635,3461,1.0
635,2182,1.0
635,2311,1.0
635,3080,1.0
635,3465,1.0
635,2186,1.0
635,2683,1.0
635,3068,1.0
635,3837,1.0
635,3966,1.0
635,2687,1.0
635,3008,1.0
635,3777,1.0
635,3906,1.0
635,2627,1.0
635,3012,1.0
635,3781,1.0
635,3910,1.0
635,2631,1.0
635,3016,1.0
635,3785,1.0
635,3914,1.0
636,60,1.0
636,445,1.0
636,1214,1.0
636,1343,1.0
636,0,1.0
636,385,1.0
636,1154,1.0
636,1283,1.0
636,4,1.0
636,389,1.0
636,1158,1.0
636,1287,1.0
636,8,1.0
636,393,1.0
636,1162,1.0
636,1291,1.0
636,1020,1.0
636,1789,1.0
636,1918,1.0
636,639,1.0
636,960,1.0
636,1729,1.0
636,1858,1.0
636,579,1.0
636,964,1.0
636,1733,1.0
636,1862,1.0
636,583,1.0
636,968,1.0
636,1737,1.0
636,1866,1.0
636,587,1.0
636,3132,1.0
636,3517,1.0
636,2238,1.0
636,2367,1.0
636,3072,1.0
636,3457,1.0
636,2178,1.0
636,2307,1.0
636,3076,1.0
636,3461,1.0
636,2182,1.0
636,2311,1.0
636,3080,1.0
636,3465,1.0
636,2186,1.0
636,2315,1.0
636,4092,1.0
636,2813,1.0
636,2942,1.0
636,3711,1.0
636,4032,1.0
636,2753,1.0
636,2882,1.0
636,3651,1.0
636,4036,1.0
636,2757,1.0
636,2886,1.0
636,3655,1.0
636,4040,1.0
636,2761,1.0
636,2890,1.0
636,3659,1.0
637,445,1.0
637,1214,1.0
637,1343,1.0
637,0,1.0
637,385,1.0
637,1154,1.0
637,1283,1.0
637,4,1.0
637,389,1.0
637,1158,1.0
637,1287,1.0
637,8,1.0
637,393,1.0
637,1162,1.0
637,1291,1.0
637,12,1.0
637,765,1.0
637,894,1.0
637,1663,1.0
637,1984,1.0
637,705,1.0
637,834,1.0
637,1603,1.0
637,1988,1.0
637,709,1.0
637,838,1.0
637,1607,1.0
637,1992,1.0
637,713,1.0
637,842,1.0
637,1611,1.0
637,1996,1.0
637,3517,1.0
637,2238,1.0
637,2367,1.0
637,3072,1.0
637,3457,1.0
637,2178,1.0
637,2307,1.0
637,3076,1.0
637,3461,1.0
637,2182,1.0
637,2311,1.0
637,3080,1.0
637,3465,1.0
637,2186,1.0
637,2315,1.0
637,3084,1.0
637,3837,1.0
637,3966,1.0
637,2687,1.0
637,3008,1.0
637,3777,1.0
637,3906,1.0
637,2627,1.0
637,3012,1.0
637,3781,1.0
637,3910,1.0
637,2631,1.0
637,3016,1.0
637,3785,1.0
637,3914,1.0
637,2635,1.0
637,3020,1.0
638,1214,1.0
638,1343,1.0
638,0,1.0
638,385,1.0
638,1154,1.0
638,1283,1.0
638,4,1.0
638,389,1.0
638,1158,1.0
638,1287,1.0
638,8,1.0
638,393,1.0
638,1162,1.0
638,1291,1.0
638,12,1.0
638,397,1.0
638,1918,1.0
638,639,1.0
638,960,1.0
638,1729,1.0
638,1858,1.0
638,579,1.0
638,964,1.0
638,1733,1.0
638,1862,1.0
638,583,1.0
638,968,1.0
638,1737,1.0
638,1866,1.0
638,587,1.0
638,972,1.0
638,1741,1.0
638,2238,1.0
638,2367,1.0
638,3072,1.0
638,3457,1.0
638,2178,1.0
638,2307,1.0
638,3076,1.0
638,3461,1.0
638,2182,1.0
638,2311,1.0
638,3080,1.0
638,3465,1.0
638,2186,1.0
638,2315,1.0
638,3084,1.0
638,3469,1.0
638,2942,1.0
638,3711,1.0
638,4032,1.0
638,2753,1.0
638,2882,1.0
638,3651,1.0
638,4036,1.0
638,2757,1.0
638,2886,1.0
638,3655,1.0
638,4040,1.0
638,2761,1.0
638,2890,1.0
638,3659,1.0
638,4044,1.0
638,2765,1.0
639,1343,1.0
639,0,1.0
639,385,1.0
639,1154,1.0
639,1283,1.0
639,4,1.0
639,389,1.0
639,1158,1.0
639,1287,1.0
639,8,1.0
639,393,1.0
639,1162,1.0
639,1291,1.0
639,12,1.0
639,397,1.0
639,1166,1.0
639,1663,1.0
639,1984,1.0
639,705,1.0
639,834,1.0
639,1603,1.0
639,1988,1.0
639,709,1.0
639,838,1.0
639,1607,1.0
639,1992,1.0
639,713,1.0
639,842,1.0
639,1611,1.0
639,1996,1.0
639,717,1.0
639,846,1.0
639,2367,1.0
639,3072,1.0
639,3457,1.0
639,2178,1.0
639,2307,1.0
639,3076,1.0
639,3461,1.0
639,2182,1.0
639,2311,1.0
639,3080,1.0
639,3465,1.0
639,2186,1.0
639,2315,1.0
639,3084,1.0
639,3469,1.0
639,2190,1.0
639,2687,1.0
639,3008,1.0
639,3777,1.0
639,3906,1.0
639,2627,1.0
639,3012,1.0
639,3781,1.0
639,3910,1.0
639,2631,1.0
639,3016,1.0
639,3785,1.0
639,3914,1.0
639,2635,1.0
639,3020,1.0
639,3789,1.0
639,3918,1.0
640,0,1.0
640,385,1.0
640,1154,1.0
640,1283,1.0
640,4,1.0
640,389,1.0
640,1158,1.0
640,1287,1.0
640,8,1.0
640,393,1.0
640,1162,1.0
640,1291,1.0
640,12,1.0
640,397,1.0
640,1166,1.0
640,1295,1.0
640,960,1.0
640,1729,1.0
640,1858,1.0
640,579,1.0
640,964,1.0
640,1733,1.0
640,1862,1.0
640,583,1.0
640,968,1.0
640,1737,1.0
640,1866,1.0
640,587,1.0
640,972,1.0
640,1741,1.0
640,1870,1.0
640,591,1.0
640,3072,1.0
640,3457,1.0
640,2178,1.0
640,2307,1.0
640,3076,1.0
640,3461,1.0
640,2182,1.0
640,2311,1.0
640,3080,1.0
640,3465,1.0
640,2186,1.0
640,2315,1.0
640,3084,1.0
640,3469,1.0
640,2190,1.0
640,2319,1.0
640,4032,1.0
640,2753,1.0
640,2882,1.0
640,3651,1.0
640,4036,1.0
640,2757,1.0
640,2886,1.0
640,3655,1.0
640,4040,1.0
640,2761,1.0
640,2890,1.0
640,3659,1.0
640,4044,1.0
640,2765,1.0
640,2894,1.0
640,3663,1.0
641,385,1.0
641,1154,1.0
641,1283,1.0
641,4,1.0
641,389,1.0
641,1158,1.0
641,1287,1.0
641,8,1.0
641,393,1.0
641,1162,1.0
641,1291,1.0
641,12,1.0
641,397,1.0
641,1166,1.0
641,1295,1.0
641,16,1.0
641,705,1.0
641,834,1.0
641,1603,1.0
641,1988,1.0
641,709,1.0
641,838,1.0
641,1607,1.0
641,1992,1.0
641,713,1.0
641,842,1.0
641,1611,1.0
641,1996,1.0
641,717,1.0
641,846,1.0
641,1615,1.0
641,2000,1.0
641,3457,1.0
641,2178,1.0
641,2307,1.0
641,3076,1.0
641,3461,1.0
641,2182,1.0
641,2311,1.0
641,3080,1.0
641,3465,1.0
641,2186,1.0
641,2315,1.0
641,3084,1.0
641,3469,1.0
641,2190,1.0
641,2319,1.0
641,3088,1.0
641,3777,1.0
641,3906,1.0
641,2627,1.0
641,3012,1.0
641,3781,1.0
641,3910,1.0
641,2631,1.0
641,3016,1.0
641,3785,1.0
641,3914,1.0
641,2635,1.0
641,3020,1.0
641,3789,1.0
641,3918,1.0
641,2639,1.0
641,3024,1.0
642,1154,1.0
642,1283,1.0
642,4,1.0
642,389,1.0
642,1158,1.0
642,1287,1.0
642,8,1.0
642,393,1.0
642,1162,1.0
642,1291,1.0
642,12,1.0
642,397,1.0
642,1166,1.0
642,1295,1.0
642,16,1.0
642,401,1.0
642,1858,1.0
642,579,1.0
642,964,1.0
642,1733,1.0
642,1862,1.0
642,583,1.0
642,968,1.0
642,1737,1.0
642,1866,1.0
642,587,1.0
642,972,1.0
642,1741,1.0
642,1870,1.0
642,591,1.0
642,976,1.0
642,1745,1.0
642,2178,1.0
642,2307,1.0
642,3076,1.0
642,3461,1.0
642,2182,1.0
642,2311,1.0
642,3080,1.0
642,3465,1.0
642,2186,1.0
642,2315,1.0
642,3084,1.0
642,3469,1.0
642,2190,1.0
642,2319,1.0
642,3088,1.0
642,3473,1.0
642,2882,1.0
642,3651,1.0
642,4036,1.0
642,2757,1.0
642,2886,1.0
642,3655,1.0
642,4040,1.0
642,2761,1.0
642,2890,1.0
642,3659,1.0
642,4044,1.0
642,2765,1.0
642,2894,1.0
642,3663,1.0
642,4048,1.0
642,2769,1.0
643,1283,1.0
643,4,1.0
643,389,1.0
643,1158,1.0
643,1287,1.0
643,8,1.0
643,393,1.0
643,1162,1.0
643,1291,1.0
643,12,1.0
643,397,1.0
643,1166,1.0
643,1295,1.0
643,16,1.0
643,401,1.0
643,1170,1.0
643,1603,1.0
643,1988,1.0
643,709,1.0
643,838,1.0
643,1607,1.0
643,1992,1.0
643,713,1.0
643,842,1.0
643,1611,1.0
643,1996,1.0
643,717,1.0
643,846,1.0
643,1615,1.0
643,2000,1.0
643,721,1.0
643,850,1.0
643,2307,1.0
643,3076,1.0
643,3461,1.0
643,2182,1.0
643,2311,1.0
643,3080,1.0
643,3465,1.0
643,2186,1.0
643,2315,1.0
643,3084,1.0
643,3469,1.0
643,2190,1.0
643,2319,1.0
643,3088,1.0
643,3473,1.0
643,2194,1.0
643,2627,1.0
643,3012,1.0
643,3781,1.0
643,3910,1.0
643,2631,1.0
643,3016,1.0
643,3785,1.0
643,3914,1.0
643,2635,1.0
643,3020,1.0
643,3789,1.0
643,3918,1.0
643,2639,1.0
643,3024,1.0
643,3793,1.0
643,3922,1.0
644,4,1.0
644,389,1.0
644,1158,1.0
644,1287,1.0
644,8,1.0
644,393,1.0
644,1162,1.0
644,1291,1.0
644,12,1.0
644,397,1.0
644,1166,1.0
644,1295,1.0
644,16,1.0
644,401,1.0
644,1170,1.0
644,1299,1.0
644,964,1.0
644,1733,1.0
644,1862,1.0
644,583,1.0
644,968,1.0
644,1737,1.0
644,1866,1.0
644,587,1.0
644,972,1.0
644,1741,1.0
644,1870,1.0
644,591,1.0
644,976,1.0
644,1745,1.0
644,1874,1.0
644,595,1.0
644,3076,1.0
644,3461,1.0
644,2182,1.0
644,2311,1.0
644,3080,1.0
644,3465,1.0
644,2186,1.0
644,2315,1.0
644,3084,1.0
644,3469,1.0
644,2190,1.0
644,2319,1.0
644,3088,1.0
644,3473,1.0
644,2194,1.0
644,2323,1.0
644,4036,1.0
644,2757,1.0
644,2886,1.0
644,3655,1.0
644,4040,1.0
644,2761,1.0
644,2890,1.0
644,3659,1.0
644,4044,1.0
644,2765,1.0
644,2894,1.0
644,3663,1.0
644,4048,1.0
644,2769,1.0
644,2898,1.0
644,3667,1.0
645,389,1.0
645,1158,1.0
645,1287,1.0
645,8,1.0
645,393,1.0
645,1162,1.0
645,1291,1.0
645,12,1.0
645,397,1.0
645,1166,1.0
645,1295,1.0
645,16,1.0
645,401,1.0
645,1170,1.0
645,1299,1.0
645,20,1.0
645,709,1.0
645,838,1.0
645,1607,1.0
645,1992,1.0
645,713,1.0
645,842,1.0
645,1611,1.0
645,1996,1.0
645,717,1.0
645,846,1.0
645,1615,1.0
645,2000,1.0
645,721,1.0
645,850,1.0
645,1619,1.0
645,2004,1.0
645,3461,1.0
645,2182,1.0
645,2311,1.0
645,3080,1.0
645,3465,1.0
645,2186,1.0
645,2315,1.0
645,3084,1.0
645,3469,1.0
645,2190,1.0
645,2319,1.0
645,3088,1.0
645,3473,1.0
645,2194,1.0
645,2323,1.0
645,3092,1.0
645,3781,1.0
645,3910,1.0
645,2631,1.0
645,3016,1.0
645,3785,1.0
645,3914,1.0
645,2635,1.0
645,3020,1.0
645,3789,1.0
645,3918,1.0
645,2639,1.0
645,3024,1.0
645,3793,1.0
645,3922,1.0
645,2643,1.0
645,3028,1.0
646,1158,1.0
646,1287,1.0
646,8,1.0
646,393,1.0
646,1162,1.0
646,1291,1.0
646,12,1.0
646,397,1.0
646,1166,1.0
646,1295,1.0
646,16,1.0
646,401,1.0
646,1170,1.0
646,1299,1.0
646,20,1.0
646,405,1.0
646,1862,1.0
646,583,1.0
646,968,1.0
646,1737,1.0
646,1866,1.0
646,587,1.0
646,972,1.0
646,1741,1.0
646,1870,1.0
646,591,1.0
646,976,1.0
646,1745,1.0
646,1874,1.0
646,595,1.0
646,980,1.0
646,1749,1.0
646,2182,1.0
646,2311,1.0
646,3080,1.0
646,3465,1.0
646,2186,1.0
646,2315,1.0
646,3084,1.0
646,3469,1.0
646,2190,1.0
646,2319,1.0
646,3088,1.0
646,3473,1.0
646,2194,1.0
646,2323,1.0
646,3092,1.0
646,3477,1.0
646,2886,1.0
646,3655,1.0
646,4040,1.0
646,2761,1.0
646,2890,1.0
646,3659,1.0
646,4044,1.0
646,2765,1.0
646,2894,1.0
646,3663,1.0
646,4048,1.0
646,2769,1.0
646,2898,1.0
646,3667,1.0
646,4052,1.0
646,2773,1.0
647,1287,1.0
647,8,1.0
647,393,1.0
647,1162,1.0
647,1291,1.0
647,12,1.0
647,397,1.0
647,1166,1.0
647,1295,1.0
647,16,1.0
647,401,1.0
647,1170,1.0
647,1299,1.0
647,20,1.0
647,405,1.0
647,1174,1.0
647,1607,1.0
647,1992,1.0
647,713,1.0
647,842,1.0
647,1611,1.0
647,1996,1.0
647,717,1.0
647,846,1.0
647,1615,1.0
647,2000,1.0
647,721,1.0
647,850,1.0
647,1619,1.0
647,2004,1.0
647,725,1.0
647,854,1.0
647,2311,1.0
647,3080,1.0
647,3465,1.0
647,2186,1.0
647,2315,1.0
647,3084,1.0
647,3469,1.0
647,2190,1.0
647,2319,1.0
647,3088,1.0
647,3473,1.0
647,2194,1.0
647,2323,1.0
647,3092,1.0
647,3477,1.0
647,2198,1.0
647,2631,1.0
647,3016,1.0
647,3785,1.0
647,3914,1.0
647,2635,1.0
647,3020,1.0
647,3789,1.0
647,3918,1.0
647,2639,1.0
647,3024,1.0
647,3793,1.0
647,3922,1.0
647,2643,1.0
647,3028,1.0
647,3797,1.0
647,3926,1.0
648,8,1.0
648,393,1.0
648,1162,1.0
648,1291,1.0
648,12,1.0
648,397,1.0
648,1166,1.0
648,1295,1.0
648,16,1.0
648,401,1.0
648,1170,1.0
648,1299,1.0
648,20,1.0
648,405,1.0
648,1174,1.0
648,1303,1.0
648,968,1.0
648,1737,1.0
648,1866,1.0
648,587,1.0
648,972,1.0
648,1741,1.0
648,1870,1.0
648,591,1.0
648,976,1.0
648,1745,1.0
648,1874,1.0
648,595,1.0
648,980,1.0
648,1749,1.0
648,1878,1.0
648,599,1.0
648,3080,1.0
648,3465,1.0
648,2186,1.0
648,2315,1.0
648,3084,1.0
648,3469,1.0
648,2190,1.0
648,2319,1.0
648,3088,1.0
648,3473,1.0
648,2194,1.0
648,2323,1.0
648,3092,1.0
648,3477,1.0
648,2198,1.0
648,2327,1.0
648,4040,1.0
648,2761,1.0
648,2890,1.0
648,3659,1.0
648,4044,1.0
648,2765,1.0
648,2894,1.0
648,3663,1.0
648,4048,1.0
648,2769,1.0
648,2898,1.0
648,3667,1.0
648,4052,1.0
648,2773,1.0
648,2902,1.0
648,3671,1.0
649,393,1.0
649,1162,1.0
649,1291,1.0
649,12,1.0
649,397,1.0
649,1166,1.0
649,1295,1.0
649,16,1.0
649,401,1.0
649,1170,1.0
649,1299,1.0
649,20,1.0
649,405,1.0
649,1174,1.0
649,1303,1.0
649,24,1.0
649,713,1.0
649,842,1.0
649,1611,1.0
649,1996,1.0
649,717,1.0
649,846,1.0
649,1615,1.0
649,2000,1.0
649,721,1.0
649,850,1.0
649,1619,1.0
649,2004,1.0
649,725,1.0
649,854,1.0
649,1623,1.0
649,2008,1.0
649,3465,1.0
649,2186,1.0
649,2315,1.0
649,3084,1.0
649,3469,1.0
649,2190,1.0
649,2319,1.0
649,3088,1.0
649,3473,1.0
649,2194,1.0
649,2323,1.0
649,3092,1.0
649,3477,1.0
649,2198,1.0
649,2327,1.0
649,3096,1.0
649,3785,1.0
649,3914,1.0
649,2635,1.0
649,3020,1.0
649,3789,1.0
649,3918,1.0
649,2639,1.0
649,3024,1.0
649,3793,1.0
649,3922,1.0
649,2643,1.0
649,3028,1.0
649,3797,1.0
649,3926,1.0
649,2647,1.0
649,3032,1.0
650,1162,1.0
650,1291,1.0
650,12,1.0
650,397,1.0
650,1166,1.0
650,1295,1.0
650,16,1.0
650,401,1.0
650,1170,1.0
650,1299,1.0
650,20,1.0
650,405,1.0
650,1174,1.0
650,1303,1.0
650,24,1.0
650,409,1.0
650,1866,1.0
650,587,1.0
650,972,1.0
650,1741,1.0
650,1870,1.0
650,591,1.0
650,976,1.0
650,1745,1.0
650,1874,1.0
650,595,1.0
650,980,1.0
650,1749,1.0
650,1878,1.0
650,599,1.0
650,984,1.0
650,1753,1.0
650,2186,1.0
650,2315,1.0
650,3084,1.0
650,3469,1.0
650,2190,1.0
650,2319,1.0
650,3088,1.0
650,3473,1.0
650,2194,1.0
650,2323,1.0
650,3092,1.0
650,3477,1.0
650,2198,1.0
650,2327,1.0
650,3096,1.0
650,3481,1.0
650,2890,1.0
650,3659,1.0
650,4044,1.0
650,2765,1.0
650,2894,1.0
650,3663,1.0
650,4048,1.0
650,2769,1.0
650,2898,1.0
650,3667,1.0
650,4052,1.0
650,2773,1.0
650,2902,1.0
650,3671,1.0
650,4056,1.0
650,2777,1.0
651,1291,1.0
651,12,1.0
651,397,1.0
651,1166,1.0
651,1295,1.0
651,16,1.0
651,401,1.0
651,1170,1.0
651,1299,1.0
651,20,1.0
651,405,1.0
651,1174,1.0
651,1303,1.0
651,24,1.0
651,409,1.0
651,1178,1.0
651,1611,1.0
651,1996,1.0
651,717,1.0
651,846,1.0
651,1615,1.0
651,2000,1.0
651,721,1.0
651,850,1.0
651,1619,1.0
651,2004,1.0
651,725,1.0
651,854,1.0
651,1623,1.0
651,2008,1.0
651,729,1.0
651,858,1.0
651,2315,1.0
651,3084,1.0
651,3469,1.0
651,2190,1.0
651,2319,1.0
651,3088,1.0
651,3473,1.0
651,2194,1.0
651,2323,1.0
651,3092,1.0
651,3477,1.0
651,2198,1.0
651,2327,1.0
651,3096,1.0
651,3481,1.0
651,2202,1.0
651,2635,1.0
651,3020,1.0
651,3789,1.0
651,3918,1.0
651,2639,1.0
651,3024,1.0
651,3793,1.0
651,3922,1.0
651,2643,1.0
651,3028,1.0
651,3797,1.0
651,3926,1.0
651,2647,1.0
651,3032,1.0
651,3801,1.0
651,3930,1.0
652,12,1.0
652,397,1.0
652,1166,1.0
652,1295,1.0
652,16,1.0
652,401,1.0
652,1170,1.0
652,1299,1.0
652,20,1.0
652,405,1.0
652,1174,1.0
652,1303,1.0
652,24,1.0
652,409,1.0
652,1178,1.0
652,1307,1.0
652,972,1.0
652,1741,1.0
652,1870,1.0
652,591,1.0
652,976,1.0
652,1745,1.0
652,1874,1.0
652,595,1.0
652,980,1.0
652,1749,1.0
652,1878,1.0
652,599,1.0
652,984,1.0
652,1753,1.0
652,1882,1.0
652,603,1.0
652,3084,1.0
652,3469,1.0
652,2190,1.0
652,2319,1.0
652,3088,1.0
652,3473,1.0
652,2194,1.0
652,2323,1.0
652,3092,1.0
652,3477,1.0
652,2198,1.0
652,2327,1.0
652,3096,1.0
652,3481,1.0
652,2202,1.0
652,2331,1.0
652,4044,1.0
652,2765,1.0
652,2894,1.0
652,3663,1.0
652,4048,1.0
652,2769,1.0
652,2898,1.0
652,3667,1.0
652,4052,1.0
652,2773,1.0
652,2902,1.0
652,3671,1.0
652,4056,1.0
652,2777,1.0
652,2906,1.0
652,3675,1.0
653,397,1.0
653,1166,1.0
653,1295,1.0
653,16,1.0
653,401,1.0
653,1170,1.0
653,1299,1.0
653,20,1.0
653,405,1.0
653,1174,1.0
653,1303,1.0
653,24,1.0
653,409,1.0
653,1178,1.0
653,1307,1.0
653,28,1.0
653,717,1.0
653,846,1.0
653,1615,1.0
653,2000,1.0
653,721,1.0
653,850,1.0
653,1619,1.0
653,2004,1.0
653,725,1.0
653,854,1.0
653,1623,1.0
653,2008,1.0
653,729,1.0
653,858,1.0
653,1627,1.0
653,2012,1.0
653,3469,1.0
653,2190,1.0
653,2319,1.0
653,3088,1.0
653,3473,1.0
653,2194,1.0
653,2323,1.0
653,3092,1.0
653,3477,1.0
653,2198,1.0
653,2327,1.0
653,3096,1.0
653,3481,1.0
653,2202,1.0
653,2331,1.0
653,3100,1.0
653,3789,1.0
653,3918,1.0
653,2639,1.0
653,3024,1.0
653,3793,1.0
653,3922,1.0
653,2643,1.0
653,3028,1.0
653,3797,1.0
653,3926,1.0
653,2647,1.0
653,3032,1.0
653,3801,1.0
653,3930,1.0
653,2651,1.0
653,3036,1.0
654,1166,1.0
654,1295,1.0
654,16,1.0
654,401,1.0
654,1170,1.0
654,1299,1.0
654,20,1.0
654,405,1.0
654,1174,1.0
654,1303,1.0
654,24,1.0
654,409,1.0
654,1178,1.0
654,1307,1.0
654,28,1.0
654,413,1.0
654,1870,1.0
654,591,1.0
654,976,1.0
654,1745,1.0
654,1874,1.0
654,595,1.0
654,980,1.0
654,1749,1.0
654,1878,1.0
654,599,1.0
654,984,1.0
654,1753,1.0
654,1882,1.0
654,603,1.0
654,988,1.0
654,1757,1.0
654,2190,1.0
654,2319,1.0
654,3088,1.0
654,3473,1.0
654,2194,1.0
654,2323,1.0
654,3092,1.0
654,3477,1.0
654,2198,1.0
654,2327,1.0
654,3096,1.0
654,3481,1.0
654,2202,1.0
654,2331,1.0
654,3100,1.0
654,3485,1.0
654,2894,1.0
654,3663,1.0
654,4048,1.0
654,2769,1.0
654,2898,1.0
654,3667,1.0
654,4052,1.0
654,2773,1.0
654,2902,1.0
654,3671,1.0
654,4056,1.0
654,2777,1.0
654,2906,1.0
654,3675,1.0
654,4060,1.0
654,2781,1.0
655,1295,1.0
655,16,1.0
655,401,1.0
655,1170,1.0
655,1299,1.0
655,20,1.0
655,405,1.0
655,1174,1.0
655,1303,1.0
655,24,1.0
655,409,1.0
655,1178,1.0
655,1307,1.0
655,28,1.0
655,413,1.0
655,1182,1.0
655,1615,1.0
655,2000,1.0
655,721,1.0
655,850,1.0
655,1619,1.0
